#CNN,Input_shape,Power,Memory,Latency,Input_width,Input_size,nb_conv_params,nb_bn_params,nb_fc_params,FLOPs,nb_layers,nb_conv_layers,nb_bn_layers,nb_fc_layers,sum_activations,weighted_sum_neurons
MobileNet1.3-v2,"(800, 800, 3)",5945,2378,38.77413277,800,1920000,3677536,88512,1665000,12970547869,157,52,52,1,376485611,121030464000
MobileNet1.3-v2,"(896, 896, 3)",6704,2412,48.849219,896,2408448,3677536,88512,1665000,16266661117,157,52,52,1,472219307,151820190720
MobileNet1.3-v2,"(1024, 1024, 3)",7768,2348,61.77536569,1024,3145728,3677536,88512,1665000,21241926397,157,52,52,1,616716203,198295249920
MobileNet1.3-v2,"(1200, 1200, 3)",9287,2452.5,85.55070593,1200,4320000,3677536,88512,1665000,28964125421,157,52,52,1,848181579,274205099520
MobileNet1.3-v2,"(1600, 1600, 3)",12089,2955,151.01748273,1600,7680000,3677536,88512,1665000,51839807869,157,52,52,1,1505287211,484116864000
MobileNet1.4-v2,"(224, 224, 3)",2060,2311,5.86140097,224,150528,4267840,95872,1793000,1177027757,157,52,52,1,31397947,11015035136
MobileNet1.4-v2,"(240, 240, 3)",2136,2311,6.26320518,240,172800,4267840,95872,1793000,1303340389,157,52,52,1,36331619,13092935552
MobileNet1.4-v2,"(256, 256, 3)",2136,2315,6.71468104,256,196608,4267840,95872,1793000,1532496557,157,52,52,1,40992907,14386436096
MobileNet1.4-v2,"(299, 299, 3)",2442,2148,8.17642059,299,268203,4267840,95872,1793000,1981609613,157,52,52,1,57234486,20752643264
MobileNet1.4-v2,"(320, 320, 3)",2594,2143,9.24000232,320,307200,4267840,95872,1793000,2385621677,157,52,52,1,64015435,22477798400
MobileNet1.4-v2,"(331, 331, 3)",2670.5,2147,9.34078544,331,328683,4267840,95872,1793000,2436931469,157,52,52,1,69964038,25295333312
MobileNet1.4-v2,"(448, 448, 3)",3356,2181,15.34807102,448,602112,4267840,95872,1793000,4660621997,157,52,52,1,125390923,44054764544
MobileNet1.4-v2,"(480, 480, 3)",3585,2186,16.81799553,480,691200,4267840,95872,1793000,5347861677,157,52,52,1,143928635,50572806400
MobileNet1.4-v2,"(568, 568, 3)",4270,2381,22.85634769,568,967872,4267840,95872,1793000,7247125253,157,52,52,1,202871547,72181252864
MobileNet1.4-v2,"(600, 600, 3)",4575,2395,24.88272921,600,1080000,4267840,95872,1793000,8098630757,157,52,52,1,226276971,80461414400
MobileNet1.4-v2,"(800, 800, 3)",6323.5,2432,42.66768842,800,1920000,4267840,95872,1793000,14827029677,157,52,52,1,399570235,140476832000
MobileNet1.4-v2,"(896, 896, 3)",7009,2466,53.45853507,896,2408448,4267840,95872,1793000,18594998957,157,52,52,1,501174667,176213682176
MobileNet1.4-v2,"(1024, 1024, 3)",8072,2390,68.21976081,1024,3145728,4267840,95872,1793000,24282499757,157,52,52,1,654532747,230156097536
MobileNet1.4-v2,"(1200, 1200, 3)",9740,2512,93.22610035,1200,4320000,4267840,95872,1793000,33107267749,157,52,52,1,900210659,318254724992
MobileNet1.4-v2,"(1600, 1600, 3)",12469,2974.5,163.86479244,1600,7680000,4267840,95872,1793000,59260629677,157,52,52,1,1597596235,561901952000
MobileNet-small0.75-v3,"(224, 224, 3)",1527,1979.5,2.86229497,224,150528,2380442,23720,1817200,115171886,146,37,35,18,5074832,1838336576
MobileNet-small0.75-v3,"(240, 240, 3)",1679,1978,3.03690178,240,172800,2380442,23720,1817200,134053280,146,37,35,18,5911660,2256170032
MobileNet-small0.75-v3,"(256, 256, 3)",1603,1980.5,3.11754491,256,196608,2380442,23720,1817200,145505486,146,37,35,18,6623792,2399920256
MobileNet-small0.75-v3,"(299, 299, 3)",1679,1980,3.47019904,299,268203,2380442,23720,1817200,202636756,146,37,35,18,9332455,3565951120
MobileNet-small0.75-v3,"(320, 320, 3)",1679,1983,3.86442777,320,307200,2380442,23720,1817200,218306126,146,37,35,18,10341296,3747721088
MobileNet-small0.75-v3,"(331, 331, 3)",1832,1993.5,3.91161065,331,328683,2380442,23720,1817200,243492396,146,37,35,18,11397143,4333522064
MobileNet-small0.75-v3,"(448, 448, 3)",1908,2011,5.67790732,448,602112,2380442,23720,1817200,412441166,146,37,35,18,20254640,7341856640
MobileNet-small0.75-v3,"(480, 480, 3)",1984,2019,6.19162162,480,691200,2380442,23720,1817200,471086126,146,37,35,18,23249296,8427585088
MobileNet-small0.75-v3,"(568, 568, 3)",2212.5,2059.5,7.83922347,568,967872,2380442,23720,1817200,664229978,146,37,35,18,32893568,12113017520
MobileNet-small0.75-v3,"(600, 600, 3)",2289,2066.5,8.43299531,600,1080000,2380442,23720,1817200,738658010,146,37,35,18,36681952,13497081328
MobileNet-small0.75-v3,"(800, 800, 3)",2747,2148,13.11319183,800,1920000,2380442,23720,1817200,1279982126,146,37,35,18,64554896,23403149888
MobileNet-small0.75-v3,"(896, 896, 3)",3051,2195,15.99995761,896,2408448,2380442,23720,1817200,1601518286,146,37,35,18,80973872,29355936896
MobileNet-small0.75-v3,"(1024, 1024, 3)",3509,2262,20.07261755,1024,3145728,2380442,23720,1817200,2086855886,146,37,35,18,105757232,38341275776
MobileNet-small0.75-v3,"(1200, 1200, 3)",4193.5,2402,26.8387087,1200,4320000,2380442,23720,1817200,2880413360,146,37,35,18,145659340,53365416112
MobileNet-small0.75-v3,"(1600, 1600, 3)",5715,2750,46.70468292,1600,7680000,2380442,23720,1817200,5071682126,146,37,35,18,258174896,93601109888
MobileNet-small0.75-v3,"(1792, 1792, 3)",6400,2839,57.87175262,1792,9633792,2380442,23720,1817200,6357826766,146,37,35,18,323850800,117412257920
MobileNet-small1.0-v3,"(224, 224, 3)",1527,1984,2.95597322,224,150528,2479144,24288,1817200,136238228,152,37,35,18,5200272,1848726144
MobileNet-small1.0-v3,"(240, 240, 3)",1603,1993.5,3.11348052,240,172800,2479144,24288,1817200,159387852,152,37,35,18,6058264,2268686080
MobileNet-small1.0-v3,"(256, 256, 3)",1603,1989,3.40115019,256,196608,2479144,24288,1817200,172960148,152,37,35,18,6787632,2413490304
MobileNet-small1.0-v3,"(299, 299, 3)",1679,1994,3.62825795,299,268203,2479144,24288,1817200,242649268,152,37,35,18,9565563,3585775168
MobileNet-small1.0-v3,"(320, 320, 3)",1832,1997,3.97419835,320,307200,2479144,24288,1817200,261092756,152,37,35,18,10597296,3768924288
MobileNet-small1.0-v3,"(331, 331, 3)",1831,1995,4.03152928,331,328683,2479144,24288,1817200,292163668,152,37,35,18,11681659,4357657152
MobileNet-small1.0-v3,"(448, 448, 3)",1984,2018,5.80358407,448,602112,2479144,24288,1817200,496113044,152,37,35,18,20756400,7383414912
MobileNet-small1.0-v3,"(480, 480, 3)",1984,2027.5,6.27567054,480,691200,2479144,24288,1817200,567108756,152,37,35,18,23825296,8475292288
MobileNet-small1.0-v3,"(568, 568, 3)",2212.5,2087,7.99987723,568,967872,2479144,24288,1817200,801415092,152,37,35,18,33711568,12181219392
MobileNet-small1.0-v3,"(600, 600, 3)",2289,2103.5,8.63872583,600,1080000,2479144,24288,1817200,891545012,152,37,35,18,37594032,13573100608
MobileNet-small1.0-v3,"(800, 800, 3)",2822.5,2206.5,13.32836565,800,1920000,2479144,24288,1817200,1546359956,152,37,35,18,66154896,23535669888
MobileNet-small1.0-v3,"(896, 896, 3)",3051,2257,16.20856302,896,2408448,2479144,24288,1817200,1935612308,152,37,35,18,82980912,29522169984
MobileNet-small1.0-v3,"(1024, 1024, 3)",3585,2318.5,20.41161417,1024,3145728,2479144,24288,1817200,2523163028,152,37,35,18,108378672,38558396544
MobileNet-small1.0-v3,"(1200, 1200, 3)",4117,2385,27.24343291,1200,4320000,2479144,24288,1817200,3485266572,152,37,35,18,149272024,53666456320
MobileNet-small1.0-v3,"(1600, 1600, 3)",5793,2720,47.24256416,1600,7680000,2479144,24288,1817200,6136599956,152,37,35,18,264574896,94131189888
MobileNet-small1.0-v3,"(1792, 1792, 3)",6552,2845,58.73770315,1792,9633792,2479144,24288,1817200,7693609364,152,37,35,18,331878960,118077190272
MobileNet-small1.5-v3,"(224, 224, 3)",1527,2001,3.06922698,224,150528,2676548,25424,1817200,178210976,146,37,35,18,5291216,1869505280
MobileNet-small1.5-v3,"(240, 240, 3)",1679,2000,3.21624069,240,172800,2676548,25424,1817200,209868932,146,37,35,18,6163408,2293718176
MobileNet-small1.5-v3,"(256, 256, 3)",1679,2004,3.34513436,256,196608,2676548,25424,1817200,227660576,146,37,35,18,6906416,2440630400
MobileNet-small1.5-v3,"(299, 299, 3)",1755.5,2006,3.75874115,299,268203,2676548,25424,1817200,322374100,146,37,35,18,9731587,3625423264
MobileNet-small1.5-v3,"(320, 320, 3)",1831.5,2006.5,4.05726945,320,307200,2676548,25424,1817200,346339616,146,37,35,18,10782896,3811330688
MobileNet-small1.5-v3,"(331, 331, 3)",1832,2007,4.1422032,331,328683,2676548,25424,1817200,389140164,146,37,35,18,11884643,4405927328
MobileNet-small1.5-v3,"(448, 448, 3)",1984,2034,5.9834,448,602112,2676548,25424,1817200,662817056,146,37,35,18,21120176,7466531456
MobileNet-small1.5-v3,"(480, 480, 3)",2060,2041,6.46559645,480,691200,2676548,25424,1817200,758419616,146,37,35,18,24242896,8570706688
MobileNet-small1.5-v3,"(568, 568, 3)",2365.5,2106,8.22310901,568,967872,2676548,25424,1817200,1074738080,146,37,35,18,34300328,12317623136
MobileNet-small1.5-v3,"(600, 600, 3)",2365.5,2115,8.80163316,600,1080000,2676548,25424,1817200,1196151584,146,37,35,18,38250760,13725139168
MobileNet-small1.5-v3,"(800, 800, 3)",2898,2245.5,13.68853712,800,1920000,2676548,25424,1817200,2077075616,146,37,35,18,67314896,23800709888
MobileNet-small1.5-v3,"(896, 896, 3)",3280,2280.5,16.89619617,896,2408448,2676548,25424,1817200,2601241376,146,37,35,18,84436016,29854636160
MobileNet-small1.5-v3,"(1024, 1024, 3)",3661,2357,21.01807153,1024,3145728,2676548,25424,1817200,3392434976,146,37,35,18,110279216,38992638080
MobileNet-small1.5-v3,"(1200, 1200, 3)",4422,2404,28.36974171,1200,4320000,2676548,25424,1817200,4690361252,146,37,35,18,151885648,54268536736
MobileNet-small1.5-v3,"(1600, 1600, 3)",5945,2739,49.15899764,1600,7680000,2676548,25424,1817200,8258275616,146,37,35,18,269214896,95191349888
MobileNet-small1.5-v3,"(1792, 1792, 3)",6780.5,2863,61.20677555,1792,9633792,2676548,25424,1817200,10354938656,146,37,35,18,337699376,119407054976
MobileNet-large1.0-v3,"(224, 224, 3)",1831,2382,5.32235729,224,150528,3958824,48864,6029616,479452694,183,49,47,16,14420080,5468569728
MobileNet-large1.0-v3,"(240, 240, 3)",1832,2390,5.5935114,240,172800,3958824,48864,6029616,559703174,183,49,47,16,16707536,6727832384
MobileNet-large1.0-v3,"(256, 256, 3)",1831,2388,5.87152475,256,196608,3958824,48864,6029616,614870774,183,49,47,16,18827440,7140010368
MobileNet-large1.0-v3,"(299, 299, 3)",2136,2429,6.99665007,299,268203,3958824,48864,6029616,865350262,183,49,47,16,26352187,10616714880
MobileNet-large1.0-v3,"(320, 320, 3)",2060,2427,7.76657075,320,307200,3958824,48864,6029616,939874166,183,49,47,16,29405104,11151467904
MobileNet-large1.0-v3,"(331, 331, 3)",2136,2424.5,7.8579374,331,328683,3958824,48864,6029616,1047274710,183,49,47,16,32208059,12901830272
MobileNet-large1.0-v3,"(448, 448, 3)",2594,2449,11.94493717,448,602112,3958824,48864,6029616,1806549878,183,49,47,16,57612208,21848688000
MobileNet-large1.0-v3,"(480, 480, 3)",2747,2456.5,12.98400108,480,691200,3958824,48864,6029616,2068358166,183,49,47,16,66133104,25080139904
MobileNet-large1.0-v3,"(568, 568, 3)",3204,2477,17.06811211,568,967872,3958824,48864,6029616,2931099078,183,49,47,16,93336368,35924233472
MobileNet-large1.0-v3,"(600, 600, 3)",3356,2485,18.59688367,600,1080000,3958824,48864,6029616,3263395046,183,49,47,16,104102384,40036635648
MobileNet-large1.0-v3,"(800, 800, 3)",4575,2560,30.47361476,800,1920000,3958824,48864,6029616,5679506966,183,49,47,16,183662704,69651890304
MobileNet-large1.0-v3,"(896, 896, 3)",5183,2601,37.69876571,896,2408448,3958824,48864,6029616,7114938614,183,49,47,16,230380720,87369161088
MobileNet-large1.0-v3,"(1024, 1024, 3)",5867.5,2735,48.17754377,1024,3145728,3958824,48864,6029616,9281627894,183,49,47,16,300898480,114112211328
MobileNet-large1.0-v3,"(1200, 1200, 3)",7084,2747.5,65.21496072,1200,4320000,3958824,48864,6029616,12804614534,183,49,47,16,413978576,158904843584
MobileNet-large1.0-v3,"(1600, 1600, 3)",9283,3106,115.07779322,1600,7680000,3958824,48864,6029616,22606766966,183,49,47,16,734582704,278581970304
MobileNet-large1.0-v3,"(1792, 1792, 3)",10044,3195,145.22662932,1792,9633792,3958824,48864,6029616,28348493558,183,49,47,16,921454768,349451053440
ResNet-18,"(32, 32, 3)",1831,2471,8.35315309,32,3072,11171008,15881,513000,99015867,89,21,19,1,291004,38178816
ResNet-18,"(56, 56, 3)",1831,2469,8.41795116,56,9408,11171008,15881,513000,284338875,89,21,19,1,837852,131841024
ResNet-18,"(64, 64, 3)",1832,2473,8.45693414,64,12288,11171008,15881,513000,322815675,89,21,19,1,1038652,151179264
ResNet-18,"(75, 75, 3)",1984,2472.5,8.54578463,75,16875,11171008,15881,513000,522023291,89,21,19,1,1512009,251980544
ResNet-18,"(112, 112, 3)",1984,2471,8.76072135,112,37632,11171008,15881,513000,1001185467,89,21,19,1,3084796,493879296
ResNet-18,"(128, 128, 3)",1984,2756,8.86519777,128,49152,11171008,15881,513000,1218014907,89,21,19,1,3953212,603181056
ResNet-18,"(150, 150, 3)",2136,2760,9.56908387,150,67500,11171008,15881,513000,1786533435,89,21,19,1,5563096,890482368
ResNet-18,"(224, 224, 3)",2442,2763.5,10.35592949,224,150528,11171008,15881,513000,3679812795,89,21,19,1,11873212,1846185984
ResNet-18,"(240, 240, 3)",2442,2605,10.40290317,240,172800,11171008,15881,513000,4350697659,89,21,19,1,13681660,2185297920
ResNet-18,"(256, 256, 3)",2594,2611,10.62608673,256,196608,11171008,15881,513000,4798811835,89,21,19,1,15459388,2411188224
ResNet-18,"(299, 299, 3)",2747,2499,12.94260912,299,268203,11171008,15881,513000,6863413115,89,21,19,1,21412617,3454442240
ResNet-18,"(320, 320, 3)",2823.5,2501,13.22695749,320,307200,11171008,15881,513000,7484409531,89,21,19,1,24051004,3767193600
ResNet-18,"(331, 331, 3)",2976,2505,14.25049358,331,328683,11171008,15881,513000,8366125435,89,21,19,1,26147913,4213271296
ResNet-18,"(448, 448, 3)",3661,2530,17.88698343,448,602112,11171008,15881,513000,14646003387,89,21,19,1,46911292,7383207936
ResNet-18,"(480, 480, 3)",3890,2539,18.91740421,480,691200,11171008,15881,513000,16809401531,89,21,19,1,53809084,8475545600
ResNet-18,"(568, 568, 3)",4727,2836,25.38758652,568,967872,11171008,15881,513000,23827983035,89,21,19,1,75477212,12020202496
ResNet-18,"(600, 600, 3)",5032,2850,26.66025431,600,1080000,11171008,15881,513000,26567659707,89,21,19,1,84163420,13403560960
ResNet-18,"(800, 800, 3)",7009,2652,41.84924021,800,1920000,11171008,15881,513000,46649375931,89,21,19,1,148806844,23542272000
ResNet-18,"(896, 896, 3)",7768,2700,47.3030336,896,2408448,11171008,15881,513000,58510765755,89,21,19,1,186531388,29531295744
ResNet-18,"(1024, 1024, 3)",8832,2990,56.85960398,1024,3145728,11171008,15881,513000,76414750395,89,21,19,1,243454012,38571331584
ResNet-18,"(1200, 1200, 3)",10805,3096,80.62102572,1200,4320000,11171008,15881,513000,105563973819,89,21,19,1,334433020,53291089920
ResNet-18,"(1600, 1600, 3)",14288,3201,137.23090544,1600,7680000,11171008,15881,513000,186524255931,89,21,19,1,593277244,94167552000
ResNet-18,"(1792, 1792, 3)",15345,3288.5,161.86891533,1792,9633792,11171008,15881,513000,233969815227,89,21,19,1,743947324,118123646976
ResNet-34,"(32, 32, 3)",2289,3179,15.52763813,32,3072,21271744,30729,513000,194746219,161,37,35,1,453820,75927552
ResNet-34,"(56, 56, 3)",2442,3180,15.69856441,56,9408,21271744,30729,513000,580050283,161,37,35,1,1306844,269564928
ResNet-34,"(64, 64, 3)",2442,3176,15.72858167,64,12288,21271744,30729,513000,645076843,161,37,35,1,1579836,302174208
ResNet-34,"(75, 75, 3)",2442,3175,15.76969274,75,16875,21271744,30729,513000,1034382955,161,37,35,1,2320521,498010880
ResNet-34,"(112, 112, 3)",2594,3176,15.98070658,112,37632,21271744,30729,513000,1981797739,161,37,35,1,4644860,973996032
ResNet-34,"(128, 128, 3)",2594,3484,16.13171686,128,49152,21271744,30729,513000,2446399339,161,37,35,1,5942332,1207160832
ResNet-34,"(150, 150, 3)",2747,3481,17.78531194,150,67500,21271744,30729,513000,3625480939,161,37,35,1,8439000,1799696064
ResNet-34,"(224, 224, 3)",3204,3493,18.69783514,224,150528,21271744,30729,513000,7400036203,161,37,35,1,17762236,3695874048
ResNet-34,"(240, 240, 3)",3280,3322.5,18.94557651,240,172800,21271744,30729,513000,8691512683,161,37,35,1,20460028,4345233408
ResNet-34,"(256, 256, 3)",3356,3324,19.27727725,256,196608,21271744,30729,513000,9651689323,161,37,35,1,23109180,4827107328
ResNet-34,"(299, 299, 3)",3966,3204,24.72933521,299,268203,21271744,30729,513000,13768177259,161,37,35,1,32095049,6896139008
ResNet-34,"(320, 320, 3)",3966,3212,25.04817566,320,307200,21271744,30729,513000,15055656811,161,37,35,1,35913532,7542067200
ResNet-34,"(331, 331, 3)",4119,3207,25.99244078,331,328683,21271744,30729,513000,16788172395,161,37,35,1,39162505,8413481728
ResNet-34,"(448, 448, 3)",5335,3243,32.50802432,448,602112,21271744,30729,513000,29466236779,161,37,35,1,69964092,14781960192
ResNet-34,"(480, 480, 3)",5564,3251,34.22385529,480,691200,21271744,30729,513000,33819432811,161,37,35,1,80235452,16969011200
ResNet-34,"(568, 568, 3)",7009,3554,46.79435074,568,967872,21271744,30729,513000,48060423531,161,37,35,1,112744668,24124275712
ResNet-34,"(600, 600, 3)",7314,3573,48.92616541,600,1080000,21271744,30729,513000,53579820395,161,37,35,1,125689180,26897259520
ResNet-34,"(800, 800, 3)",10044,3607,76.92258074,800,1920000,21271744,30729,513000,93863516011,161,37,35,1,221640892,47135232000
ResNet-34,"(896, 896, 3)",10805,3650,83.97650536,896,2408448,21271744,30729,513000,117731039083,161,37,35,1,277780540,59126304768
ResNet-34,"(1024, 1024, 3)",12094,3719,99.4052049,1024,3145728,21271744,30729,513000,153757489003,161,37,35,1,362482236,77226037248
ResNet-34,"(1200, 1200, 3)",14592,3813,143.07684343,1200,4320000,21271744,30729,513000,212126786923,161,37,35,1,497852668,106553376768
ResNet-34,"(1600, 1600, 3)",18288.5,3854.5,244.45558043,1600,7680000,21271744,30729,513000,375320156011,161,37,35,1,882930492,188539392000
ResNet-34,"(1792, 1792, 3)",19271,4031.5,282.61254144,1792,9633792,21271744,30729,513000,470790248299,161,37,35,1,1107064380,236503683072
ResNet-50,"(32, 32, 3)",2289,3471,13.20373713,32,3072,23481472,106240,2049000,212993051,177,53,53,1,765396,90177536
ResNet-50,"(56, 56, 3)",2442,3474,13.48570688,56,9408,23481472,106240,2049000,619537691,177,53,53,1,2500020,316427264
ResNet-50,"(64, 64, 3)",2442,3469.5,13.78013958,64,12288,23481472,106240,2049000,686250011,177,53,53,1,3040852,354566144
ResNet-50,"(75, 75, 3)",2442,3604.5,13.7837984,75,16875,23481472,106240,2049000,1103762395,177,53,53,1,4617846,588024576
ResNet-50,"(112, 112, 3)",2594,3606,14.51502503,112,37632,23481472,106240,2049000,2099846171,177,53,53,1,9433876,1145532416
ResNet-50,"(128, 128, 3)",2594,3608,14.78375502,128,49152,23481472,106240,2049000,2579277851,177,53,53,1,12132180,1412120576
ResNet-50,"(150, 150, 3)",2900,3465.5,16.31031963,150,67500,23481472,106240,2049000,3822745819,177,53,53,1,17501380,2104704704
ResNet-50,"(224, 224, 3)",3509,3458.5,19.60136469,224,150528,23481472,106240,2049000,7785104411,177,53,53,1,37120212,4320395264
ResNet-50,"(240, 240, 3)",3509,3464,20.07098161,240,172800,23481472,106240,2049000,9160563739,177,53,53,1,42902804,5091389440
ResNet-50,"(256, 256, 3)",3661,3472,20.668949,256,196608,23481472,106240,2049000,10151389211,177,53,53,1,48476500,5642338304
ResNet-50,"(299, 299, 3)",4422,3466,25.94967503,299,268203,23481472,106240,2049000,14507807707,177,53,53,1,67819894,8076606208
ResNet-50,"(320, 320, 3)",4270,3474,27.45283053,320,307200,23481472,106240,2049000,15830472731,177,53,53,1,75729492,8815001600
ResNet-50,"(331, 331, 3)",4575,3479.5,28.27614636,331,328683,23481472,106240,2049000,17684689883,177,53,53,1,82902646,9851439872
ResNet-50,"(448, 448, 3)",6097,3517,39.66961152,448,602112,23481472,106240,2049000,30974695451,177,53,53,1,148397140,17275437056
ResNet-50,"(480, 480, 3)",6402,3536,42.58091792,480,691200,23481472,106240,2049000,35549512731,177,53,53,1,170347732,19831193600
ResNet-50,"(568, 568, 3)",8072,3856,59.76296528,568,967872,23481472,106240,2049000,50531001627,177,53,53,1,240135604,28192427008
ResNet-50,"(600, 600, 3)",8377,3860,62.74298853,600,1080000,23481472,106240,2049000,56332257563,177,53,53,1,267852340,31432879104
ResNet-50,"(800, 800, 3)",11257,3899,102.57539374,800,1920000,23481472,106240,2049000,98650440731,177,53,53,1,473094612,55083008000
ResNet-50,"(896, 896, 3)",12393,3940,121.51952763,896,2408448,23481472,106240,2049000,123733059611,177,53,53,1,593431380,69095604224
ResNet-50,"(1024, 1024, 3)",13832,4008,147.54555872,1024,3145728,23481472,106240,2049000,161593616411,177,53,53,1,775069012,90246692864
ResNet-50,"(1200, 1200, 3)",16098,3821,208.5950215,1200,4320000,23481472,106240,2049000,223023311899,177,53,53,1,1065790484,124577443840
ResNet-50,"(1600, 1600, 3)",19263,4120,362.0362309,1600,7680000,23481472,106240,2049000,394436040731,177,53,53,1,1892105812,220325888000
ResNet-50,"(1792, 1792, 3)",20316,4294,442.06650276,1792,9633792,23481472,106240,2049000,494766516251,177,53,53,1,2373421396,276376272896
ResNet-101,"(32, 32, 3)",2898,5062,23.85676059,32,3072,42447488,210688,2049000,402696937,347,104,104,1,1148372,165937152
ResNet-101,"(56, 56, 3)",3051,5056,23.93337326,56,9408,42447488,210688,2049000,1264321513,347,104,104,1,4031924,619465728
ResNet-101,"(64, 64, 3)",3051,5058,24.0292433,64,12288,42447488,210688,2049000,1331033833,347,104,104,1,4572756,657604608
ResNet-101,"(75, 75, 3)",3204,5059,24.70435057,75,16875,42447488,210688,2049000,2089856169,347,104,104,1,7011446,1061522176
ResNet-101,"(112, 112, 3)",3356,5070.5,25.47219689,112,37632,42447488,210688,2049000,3996099817,347,104,104,1,14125332,2073587712
ResNet-101,"(128, 128, 3)",3356,5063,25.86907253,128,49152,42447488,210688,2049000,5044381417,347,104,104,1,18259796,2624274432
ResNet-101,"(150, 150, 3)",3966,5067,28.87985335,150,67500,42447488,210688,2049000,7653089193,347,104,104,1,27075780,3998695104
ResNet-101,"(224, 224, 3)",4727,5072,34.92869465,224,150528,42447488,210688,2049000,15256087273,347,104,104,1,55886036,8032616448
ResNet-101,"(240, 240, 3)",4880,5074.5,36.060243,240,172800,42447488,210688,2049000,17731323113,347,104,104,1,64445204,9352867840
ResNet-101,"(256, 256, 3)",4880,5081,36.40329585,256,196608,42447488,210688,2049000,19897771753,347,104,104,1,72986964,10490953728
ResNet-101,"(299, 299, 3)",6250,4829,48.15779372,299,268203,42447488,210688,2049000,28236139689,347,104,104,1,102383478,14913911552
ResNet-101,"(320, 320, 3)",6250,4824,50.92894815,320,307200,42447488,210688,2049000,31037814505,347,104,104,1,114027092,16390963200
ResNet-101,"(331, 331, 3)",6250,4829,52.10688945,331,328683,42447488,210688,2049000,34446888105,347,104,104,1,125125750,18203937536
ResNet-101,"(448, 448, 3)",8301,4849,71.64001214,448,602112,42447488,210688,2049000,60744595177,347,104,104,1,223460436,32124321792
ResNet-101,"(480, 480, 3)",8834,4859,76.21065395,480,691200,42447488,210688,2049000,69718518505,347,104,104,1,256517332,36877107200
ResNet-101,"(568, 568, 3)",10957,4860,110.29358914,568,967872,42447488,210688,2049000,99717645289,347,104,104,1,364219828,52738542592
ResNet-101,"(600, 600, 3)",11262,4870.5,115.76787775,600,1080000,42447488,210688,2049000,111131553769,347,104,104,1,406106676,58782100480
ResNet-101,"(800, 800, 3)",14737,5232,185.76106753,800,1920000,42447488,210688,2049000,193496771305,347,104,104,1,712454612,102432768000
ResNet-101,"(896, 896, 3)",15801,5268,217.39233251,896,2408448,42447488,210688,2049000,242698626793,347,104,104,1,893684564,128491143168
ResNet-101,"(1024, 1024, 3)",17457,5318.5,262.00160364,1024,3145728,42447488,210688,2049000,316965578473,347,104,104,1,1167236436,167824539648
ResNet-101,"(1200, 1200, 3)",19718,5151,371.30677409,1200,4320000,42447488,210688,2049000,436380042473,347,104,104,1,1604350484,231114403840
ResNet-101,"(1600, 1600, 3)",22581,5459,646.85035176,1600,7680000,42447488,210688,2049000,773707331305,347,104,104,1,2849545812,409724928000
ResNet-101,"(1792, 1792, 3)",23182,5627,790.57081002,1792,9633792,42447488,210688,2049000,970514753257,347,104,104,1,3574434132,513958428672
ResNet-152,"(32, 32, 3)",3280,6148,33.01760696,32,3072,58068096,302848,2049000,585741698,517,155,155,1,1621460,241696768
ResNet-152,"(56, 56, 3)",3509,6146.5,33.60691048,56,9408,58068096,302848,2049000,1869068930,517,155,155,1,5755316,905792512
ResNet-152,"(64, 64, 3)",3509,6152,34.04484912,64,12288,58068096,302848,2049000,1969281410,517,155,155,1,6465108,960643072
ResNet-152,"(75, 75, 3)",3585,6156,34.764097,75,16875,58068096,302848,2049000,3069505858,517,155,155,1,9968246,1535019776
ResNet-152,"(112, 112, 3)",3814,6158,34.94286694,112,37632,58068096,302848,2049000,5886155138,517,155,155,1,19920660,3001643008
ResNet-152,"(128, 128, 3)",3965,6156,35.31715579,128,49152,58068096,302848,2049000,7503440258,517,155,155,1,25829204,3836428288
ResNet-152,"(150, 150, 3)",4727,6164,40.6826143,150,67500,58068096,302848,2049000,11390656066,517,155,155,1,38463684,5849235136
ResNet-152,"(224, 224, 3)",5488,6147.5,48.83860738,224,150528,58068096,302848,2049000,22722377090,517,155,155,1,79067348,11744837632
ResNet-152,"(240, 240, 3)",5793,6150,48.94394629,240,172800,58068096,302848,2049000,26297686402,517,155,155,1,91056404,13614346240
ResNet-152,"(256, 256, 3)",5793,6151,51.62677697,256,196608,58068096,302848,2049000,29640075650,517,155,155,1,103264596,15339569152
ResNet-152,"(299, 299, 3)",7466,6162,68.65104501,299,268203,58068096,302848,2049000,41961468226,517,155,155,1,145079670,21751216896
ResNet-152,"(320, 320, 3)",7466,6165.5,73.64462634,320,307200,58068096,302848,2049000,46242552194,517,155,155,1,161335892,23966924800
ResNet-152,"(331, 331, 3)",7466,6167.5,73.87171908,331,328683,58068096,302848,2049000,51206902082,517,155,155,1,177283702,26556435200
ResNet-152,"(448, 448, 3)",9744,6210,103.0344847,448,602112,58068096,302848,2049000,90515822978,517,155,155,1,316185684,46973206528
ResNet-152,"(480, 480, 3)",10501,6214,109.41779424,480,691200,58068096,302848,2049000,103890040194,517,155,155,1,362962132,53923020800
ResNet-152,"(568, 568, 3)",12621,5937,159.38525475,568,967872,58068096,302848,2049000,148591491714,517,155,155,1,515889588,77125340160
ResNet-152,"(600, 600, 3)",13229,5964,167.81045663,600,1080000,58068096,302848,2049000,165601701506,517,155,155,1,575190580,85963090944
